Date,VN30F1M,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2023-09-11,1233.0,18.77,68.99,34.1,43.4,28.55,83.53,76.9,21.17,13.69,25.45,15.95,79.6,54.07,37.69,12.7,76.33,10.61,23.77,26.15,31.6,16.75,15.37,59.2,52.5,16.3,59.1,99.0,74.71,19.82,28.7
2023-09-12,1257.0,19.11,69.77,34.47,43.69,28.91,84.82,77.88,22.09,13.93,26.14,16.38,81.0,55.36,37.83,12.9,76.97,10.83,24.08,27.95,32.35,17.12,15.57,60.13,53.5,16.46,60.3,101.9,75.46,20.18,29.5
2023-09-13,1245.0,18.94,68.99,34.47,43.45,29.13,84.05,80.08,21.7,13.97,25.82,16.21,80.1,57.05,38.11,12.95,76.02,10.66,23.9,27.95,31.95,16.97,15.61,59.6,52.1,16.94,59.2,99.0,74.33,20.32,29.0
2023-09-14,1235.0,18.86,68.31,34.29,43.12,29.71,82.25,80.39,21.41,14.01,25.27,16.29,78.6,56.85,37.83,12.75,77.66,10.61,23.15,27.83,31.8,16.92,15.41,59.6,49.0,17.51,55.5,99.0,74.61,20.27,28.9
2023-09-15,1240.5,19.03,67.05,34.32,42.83,29.31,83.62,83.12,22.0,14.41,25.09,16.51,79.7,55.46,37.97,12.75,75.74,10.53,23.77,27.71,32.5,16.92,15.57,60.07,50.5,17.39,53.6,99.7,74.71,20.41,28.4
2023-09-18,1222.0,18.86,66.08,33.55,42.74,28.68,83.11,82.66,21.56,14.09,25.09,16.29,78.5,54.57,37.45,12.65,73.65,10.44,23.59,27.87,32.6,16.54,15.37,59.4,48.95,16.9,53.0,98.8,74.14,20.05,27.7
2023-09-19,1222.0,18.73,66.08,33.15,42.02,28.73,84.39,83.42,21.7,14.17,25.59,16.17,79.0,55.06,37.73,12.75,72.01,10.4,23.59,28.26,33.3,16.44,15.45,58.93,49.35,16.7,51.7,99.4,74.14,19.82,27.6
2023-09-20,1231.6,18.86,68.02,33.52,42.55,28.68,84.48,82.66,22.48,14.29,25.82,16.34,79.7,55.36,38.21,12.8,73.37,10.53,23.33,28.46,33.25,16.66,15.81,58.86,50.7,16.94,53.5,99.4,73.58,19.82,28.1
2023-09-21,1220.6,18.82,68.6,33.15,42.31,28.37,83.02,80.77,22.58,14.05,25.82,16.12,78.8,53.77,38.3,12.7,72.92,10.4,23.33,27.13,32.35,16.63,15.45,58.19,50.2,16.66,52.2,99.3,73.3,19.59,28.15
2023-09-22,1192.6,18.73,67.53,33.77,41.59,28.32,82.93,82.72,21.27,14.05,24.82,15.91,75.4,51.69,37.68,12.3,71.64,10.18,22.45,25.45,32.9,16.49,15.04,59.73,48.0,16.38,50.0,97.6,72.83,19.23,27.4
2023-09-25,1162.5,18.48,66.08,33.08,40.26,26.67,80.88,81.45,19.81,13.93,23.64,15.4,70.3,50.6,36.09,11.8,69.27,9.49,22.89,23.69,31.65,15.91,14.6,59.73,47.0,15.37,46.5,98.0,72.92,18.46,26.6
2023-09-26,1151.6,18.4,64.04,32.53,40.06,27.12,80.19,80.81,18.44,13.93,23.82,15.53,73.0,51.09,35.7,11.65,68.63,9.32,23.06,24.12,31.35,15.71,14.35,58.19,45.0,15.53,45.0,98.0,71.51,18.51,25.8
2023-09-27,1163.7,18.48,64.33,32.56,40.45,27.74,80.88,80.9,19.32,13.93,24.09,15.74,76.0,51.59,35.17,11.75,67.54,9.58,23.11,25.76,31.8,15.81,14.43,58.73,45.1,15.77,45.2,99.7,71.98,19.01,26.1
2023-09-28,1162.5,18.27,65.3,32.53,40.45,27.61,80.62,83.27,19.08,13.85,24.18,15.74,76.5,52.58,36.33,11.5,65.99,9.45,22.01,25.22,30.75,16.32,14.64,58.86,44.5,15.61,45.0,99.3,70.29,19.19,25.45
2023-09-29,1160.6,18.35,67.53,32.53,40.21,26.89,79.59,82.54,18.98,13.89,23.91,15.74,76.3,52.19,36.09,11.6,66.08,9.58,22.01,24.83,30.65,16.32,14.47,58.53,45.5,15.61,46.85,99.3,69.72,19.64,26.1
2023-10-02,1166.8,18.4,67.44,32.23,40.3,26.8,79.93,81.27,19.86,13.69,23.82,15.83,77.4,51.49,36.09,11.75,66.54,9.53,22.01,25.06,30.85,16.07,14.19,57.86,45.75,15.69,46.9,98.5,71.04,19.73,26.85
2023-10-03,1131.3,18.14,66.56,30.47,39.92,26.04,79.07,78.54,18.49,13.69,22.55,15.36,74.0,48.61,34.64,11.2,64.08,9.1,21.92,23.58,29.2,15.76,13.54,57.73,44.05,15.17,44.5,97.9,69.54,19.01,26.3
2023-10-04,1132.5,18.14,67.05,31.17,40.11,25.86,79.33,78.08,18.98,13.69,22.95,15.44,73.5,48.81,34.89,11.25,63.8,9.19,21.52,24.79,30.2,15.64,13.46,57.73,44.6,15.25,46.1,96.8,69.91,19.01,27.0
2023-10-05,1120.0,18.14,66.95,30.51,39.97,25.15,78.56,76.62,19.27,13.57,22.64,15.36,72.8,46.63,33.11,10.9,63.35,9.06,21.57,24.71,29.9,15.42,13.42,56.52,44.55,14.93,45.6,95.5,68.32,18.82,26.8
2023-10-06,1138.4,18.31,67.53,30.95,39.97,25.68,79.5,76.62,19.66,13.69,22.68,15.44,72.7,47.92,33.68,11.2,63.44,9.23,21.57,25.72,30.95,15.54,13.62,57.12,46.05,15.09,45.95,97.0,69.72,18.96,27.45
2023-10-09,1145.0,18.9,66.95,30.77,40.26,26.09,81.99,78.81,19.86,13.65,23.18,15.57,73.5,47.57,34.36,11.2,62.71,9.28,21.61,25.92,31.2,15.57,13.66,56.59,47.0,15.29,45.2,97.1,69.25,19.37,27.05
2023-10-10,1157.0,19.15,66.95,30.84,40.59,26.22,82.59,78.63,19.51,13.93,23.64,15.7,73.2,48.46,34.64,11.45,62.71,9.36,21.66,25.53,31.25,15.76,13.58,57.59,48.0,15.65,44.9,97.3,69.91,19.55,27.0
2023-10-11,1166.0,19.07,66.37,30.8,40.64,26.4,83.19,78.26,20.15,14.09,23.82,15.74,73.8,48.91,35.51,11.5,61.98,9.41,21.79,26.54,31.75,15.81,13.58,57.86,47.4,15.81,45.45,97.6,69.91,19.73,27.0
2023-10-12,1161.5,19.07,65.69,30.91,40.68,26.49,82.68,78.26,20.29,14.01,23.45,15.61,73.1,48.02,35.32,11.45,62.8,9.36,21.79,26.23,31.6,15.76,13.95,57.53,47.55,15.85,46.5,97.7,70.95,19.77,27.2
2023-10-13,1161.1,19.03,64.81,31.17,40.35,26.22,82.42,78.08,20.83,14.09,23.41,15.7,72.7,49.11,35.32,11.4,63.89,9.32,21.83,26.19,31.5,15.61,13.99,57.93,46.9,15.61,46.1,103.8,71.23,19.87,27.35
2023-10-16,1146.5,18.98,63.84,30.55,39.73,25.77,83.02,79.08,20.88,13.93,22.73,15.49,71.6,48.22,35.41,11.35,64.62,9.15,21.83,25.06,30.2,15.42,13.62,57.59,45.55,15.21,45.0,102.5,70.66,20.36,26.7
2023-10-17,1134.9,18.86,62.38,30.29,39.64,25.59,79.85,77.53,19.66,14.05,22.55,15.4,71.0,45.93,34.64,11.25,63.71,9.15,21.79,24.55,30.0,15.4,13.38,57.46,44.5,15.05,44.0,102.9,70.29,20.54,27.0
2023-10-18,1125.0,18.52,61.02,29.34,38.97,25.37,79.76,75.53,19.47,14.05,21.82,15.1,68.3,44.35,33.68,11.25,62.25,8.97,21.74,24.63,29.7,15.15,13.18,57.46,43.3,14.89,43.8,104.9,69.44,20.36,26.5
2023-10-19,1112.0,18.31,61.22,29.48,38.35,25.59,78.9,74.53,19.47,14.01,21.55,15.02,66.4,42.66,33.68,11.05,62.25,8.89,21.66,23.5,29.0,14.86,13.1,56.52,42.5,14.72,43.2,105.1,67.09,19.41,26.4
2023-10-20,1117.0,18.4,62.77,29.7,39.11,26.31,79.68,75.71,19.95,14.21,22.14,15.27,69.0,44.35,34.07,11.2,63.8,9.02,21.52,24.44,30.1,15.08,13.38,56.72,44.5,14.8,43.35,105.2,67.94,19.55,26.6
2023-10-23,1104.9,18.31,61.8,29.56,38.63,26.22,78.05,73.35,19.22,14.01,21.82,15.14,66.0,42.66,34.02,11.05,61.8,8.89,21.83,23.89,29.7,14.98,13.34,56.52,44.5,14.56,43.4,103.5,65.97,19.05,26.0
2023-10-24,1112.0,18.4,61.61,30.29,38.87,26.4,78.9,73.89,19.9,14.05,21.82,15.23,66.9,42.66,34.16,11.2,62.98,9.15,22.71,24.24,30.0,15.2,13.62,57.53,44.6,14.93,43.45,103.6,66.06,19.05,26.6
2023-10-25,1109.2,18.4,60.83,29.89,38.97,25.95,77.96,73.17,19.95,14.01,21.86,15.14,66.0,43.16,34.02,11.2,63.07,9.1,22.8,24.04,29.55,15.13,13.58,57.39,44.9,14.76,44.7,102.8,64.84,19.01,26.45
2023-10-26,1060.0,17.72,57.91,29.74,37.25,25.37,74.44,68.71,18.59,13.61,20.73,14.63,61.4,41.67,31.66,10.8,60.34,8.67,22.45,22.41,28.1,14.45,12.97,56.52,41.8,14.0,41.6,99.8,62.96,18.28,24.6
2023-10-27,1068.5,18.1,57.33,30.8,37.68,25.24,74.62,70.62,18.78,13.81,21.23,14.85,57.8,41.67,31.76,11.0,57.51,8.89,22.49,22.99,28.7,14.33,13.14,56.86,39.2,14.6,41.6,99.8,63.9,18.28,22.9
2023-10-30,1039.9,17.89,57.82,30.07,37.35,24.74,72.9,69.71,17.52,13.77,20.91,14.46,58.0,40.18,31.61,10.85,55.42,8.76,22.32,21.47,27.0,13.63,12.97,57.46,39.2,14.2,41.5,98.0,63.52,18.01,23.1
2023-10-31,1039.7,17.98,56.94,29.48,37.11,24.79,71.18,69.71,16.45,13.77,20.91,14.55,58.2,37.4,30.7,10.6,51.68,8.72,22.71,20.1,27.0,13.43,12.81,58.06,39.0,14.44,40.5,99.0,63.9,18.1,22.2
2023-11-01,1047.5,18.14,56.36,29.34,37.2,24.52,73.24,69.98,16.84,13.81,21.77,14.63,59.5,34.82,31.08,10.7,52.32,8.93,22.8,21.2,27.65,13.67,12.81,58.73,38.45,14.52,40.4,104.4,66.15,17.92,22.7
2023-11-02,1087.0,18.73,57.14,30.55,38.73,25.28,76.33,72.07,18.01,14.09,22.95,15.06,62.7,36.71,32.14,11.1,55.96,9.41,22.84,22.56,29.0,14.23,13.3,59.53,39.95,14.97,41.45,104.9,66.62,18.37,23.25
2023-11-03,1087.0,18.52,56.85,30.44,38.54,25.06,74.62,71.98,18.01,14.69,22.82,14.8,63.9,38.64,31.85,11.1,58.24,9.23,21.39,22.56,28.5,15.03,13.01,59.46,40.5,15.01,41.6,106.5,65.78,17.92,24.4
2023-11-06,1106.0,18.65,57.72,30.66,38.82,25.55,75.9,71.89,18.01,14.61,23.41,15.27,64.0,37.75,32.0,11.25,60.34,9.49,22.27,22.64,29.45,15.03,13.46,59.87,41.0,15.25,42.1,107.3,66.72,18.82,24.0
2023-11-07,1095.4,18.56,56.55,30.66,38.54,25.55,75.73,71.71,17.96,14.41,23.45,15.14,62.0,37.9,31.9,11.15,59.34,9.36,21.48,22.13,29.0,14.84,13.42,59.06,40.0,15.09,42.05,106.0,66.53,18.73,23.15
2023-11-08,1134.0,19.15,57.91,31.46,39.11,26.18,79.42,72.8,19.17,15.05,24.5,15.61,63.8,39.29,32.91,11.5,59.34,9.79,21.96,23.65,30.0,15.42,13.99,59.87,41.0,15.65,43.0,113.0,67.09,19.32,23.7
2023-11-09,1125.0,18.94,59.27,31.43,39.11,26.4,79.33,72.8,19.17,15.01,24.27,15.61,62.8,39.98,32.67,11.55,58.24,9.71,21.57,24.08,29.65,15.27,13.87,58.8,42.9,15.57,45.4,108.4,66.44,18.99,24.3
2023-11-10,1108.5,18.82,58.69,30.95,38.73,26.31,78.47,71.62,18.83,15.09,24.09,15.31,61.7,39.09,32.09,11.7,56.88,9.62,20.95,24.04,29.5,15.06,13.78,57.53,42.3,15.33,44.95,109.0,65.4,18.56,23.95
2023-11-13,1107.0,18.86,58.11,30.88,38.68,26.31,78.39,71.89,18.93,15.05,24.73,15.4,62.0,39.68,32.09,11.9,55.87,9.53,20.25,24.55,29.25,14.98,13.99,57.19,41.35,15.49,44.8,108.0,64.56,18.23,23.5
2023-11-14,1120.0,19.07,58.3,31.54,38.92,26.67,79.42,71.98,19.17,15.01,24.55,15.7,62.6,41.17,32.24,11.85,56.51,9.88,20.38,24.79,30.0,15.27,14.11,57.53,41.0,15.81,44.95,107.8,64.74,18.61,24.0
2023-11-15,1134.0,19.53,60.25,32.38,39.02,27.03,79.25,72.89,19.32,15.13,24.55,15.78,65.8,41.57,32.72,11.75,57.6,9.97,20.69,24.94,30.0,15.3,14.35,58.66,41.45,15.85,45.4,108.7,66.44,18.94,24.1
2023-11-16,1125.1,19.57,60.64,32.09,39.4,27.07,79.76,72.8,19.52,15.17,24.73,15.74,66.0,41.17,33.15,11.85,58.52,10.01,20.64,25.22,30.2,15.37,14.19,58.86,41.15,15.81,45.1,108.5,66.06,18.89,23.85
2023-11-17,1105.0,19.07,59.66,31.46,38.97,26.58,78.05,71.62,19.27,14.81,24.09,15.49,64.1,41.07,32.24,11.65,58.06,9.66,20.38,24.59,29.35,15.1,13.78,57.26,38.95,15.45,42.2,105.5,65.78,18.33,22.8
2023-11-20,1102.0,18.9,59.66,31.65,38.92,26.44,77.79,71.26,19.82,14.97,24.23,15.31,63.6,40.23,32.24,11.65,57.42,9.66,20.38,25.29,29.2,15.03,13.95,57.59,38.95,15.33,42.7,105.7,65.12,18.52,22.55
2023-11-21,1111.0,18.98,58.5,32.23,38.92,26.31,78.82,71.89,19.87,14.97,24.59,15.4,64.6,40.58,32.53,11.7,57.51,9.71,20.38,25.41,29.3,14.94,13.83,57.93,39.1,15.37,42.6,106.6,65.31,18.66,22.6
2023-11-22,1112.0,19.07,58.21,31.98,38.97,26.49,79.76,71.89,19.96,14.89,24.73,15.36,64.9,39.49,32.77,11.65,57.88,9.75,20.34,25.68,29.1,15.01,13.87,57.99,39.0,15.49,42.0,108.2,65.21,18.66,22.8
2023-11-23,1080.0,18.65,57.23,31.54,38.63,26.13,77.87,70.07,19.12,14.45,23.5,15.23,63.3,37.01,32.43,11.45,55.05,9.45,20.25,24.12,28.2,14.74,13.78,57.19,39.0,15.17,41.3,105.0,64.56,18.18,22.6
2023-11-24,1084.9,18.52,57.14,32.01,38.4,26.49,78.22,70.53,19.37,14.65,24.0,15.19,61.8,38.25,32.14,11.4,57.42,9.45,20.34,24.98,28.3,14.57,13.78,57.53,39.1,15.17,41.35,106.3,64.18,18.23,22.6
2023-11-27,1076.0,18.35,57.62,31.54,37.96,26.31,77.79,69.89,19.12,14.49,23.91,14.97,60.9,37.7,32.34,11.3,58.61,9.28,20.29,24.2,27.4,14.21,13.5,57.39,39.8,14.89,41.85,106.0,63.99,18.23,22.6
2023-11-28,1087.0,18.4,57.62,32.11,38.69,26.22,78.13,70.07,19.42,14.45,24.27,15.19,61.3,37.7,32.43,11.3,59.15,9.36,20.29,24.51,28.15,14.52,13.58,57.39,40.75,15.09,42.4,106.5,64.37,18.37,22.8
2023-11-29,1092.1,18.52,57.33,32.48,38.79,26.31,78.65,70.8,19.67,14.45,24.55,15.19,62.9,38.49,34.45,11.3,60.34,9.36,20.29,24.67,27.8,14.5,13.66,56.92,41.2,15.17,42.55,106.8,64.27,18.28,23.2
2023-11-30,1076.0,18.44,57.33,32.11,38.11,26.3,78.82,69.62,19.82,14.41,24.14,15.14,60.5,38.2,33.78,11.25,59.24,9.32,19.9,24.44,27.5,14.3,13.78,56.66,41.3,15.09,41.75,102.0,63.33,18.14,22.1
2023-12-01,1090.1,18.44,57.33,32.56,38.79,26.3,79.25,70.71,19.96,14.57,24.45,15.14,61.5,38.44,33.88,11.3,59.24,9.36,19.98,24.98,27.5,14.43,13.87,56.86,40.9,15.29,42.1,105.4,64.27,18.33,22.8
2023-12-04,1107.0,18.73,58.31,32.89,39.08,26.55,80.28,71.89,20.41,14.81,25.0,15.36,62.2,39.63,34.16,11.55,58.97,9.58,20.03,26.23,28.2,14.64,13.95,57.53,41.3,15.45,42.95,105.8,64.65,18.52,23.0
2023-12-05,1099.0,18.61,62.35,32.77,38.89,26.5,81.3,71.89,20.41,14.77,24.77,15.36,61.4,39.68,34.21,11.45,58.33,9.45,19.98,26.0,27.8,14.57,13.83,57.12,40.5,15.45,42.8,105.1,63.99,18.18,22.85
2023-12-06,1111.1,18.73,65.01,33.06,39.13,26.65,81.48,72.62,20.61,14.89,25.09,15.4,62.1,40.63,34.55,11.55,59.43,9.49,19.98,26.23,28.1,14.74,14.15,57.46,40.45,15.49,42.8,105.8,64.37,18.42,22.9
2023-12-07,1112.0,18.82,63.83,33.55,38.69,26.9,80.88,70.89,20.01,14.97,25.09,15.53,63.5,40.53,33.83,11.5,59.79,9.53,19.98,25.65,28.55,14.96,14.23,56.99,39.7,15.57,42.8,105.7,64.27,18.66,22.8
2023-12-08,1112.0,18.82,64.03,34.63,38.64,26.9,80.79,70.62,19.87,15.01,25.18,15.49,66.2,42.26,34.31,11.65,59.79,9.49,19.98,25.45,28.2,15.01,14.15,56.86,39.65,15.61,42.95,104.2,64.84,18.61,23.35
2023-12-11,1117.0,18.82,64.12,34.21,39.13,26.85,81.48,71.26,20.16,15.01,25.0,15.44,67.5,42.16,34.31,11.6,59.7,9.62,19.94,25.53,27.85,14.96,14.07,56.32,41.0,15.49,44.05,104.2,65.78,18.42,23.65
2023-12-12,1118.8,18.9,63.43,34.63,39.18,27.0,83.02,71.16,20.16,15.05,25.41,15.53,66.2,42.16,34.12,11.6,59.24,9.58,19.94,25.45,28.0,15.06,14.07,56.32,41.05,15.49,44.25,104.5,65.21,18.47,23.65
2023-12-13,1107.0,18.73,62.94,34.38,39.57,26.75,81.65,69.98,19.77,15.09,24.86,15.36,65.8,41.37,33.39,11.4,58.33,9.41,19.9,24.98,27.45,14.79,13.78,55.99,40.75,15.37,43.9,105.0,64.09,18.23,23.0
2023-12-14,1103.9,18.9,62.74,34.38,39.23,26.75,82.51,69.98,19.67,15.13,24.59,15.36,65.0,41.27,33.06,11.3,57.42,9.32,19.9,24.98,27.1,14.81,13.7,56.45,40.3,15.25,43.8,105.3,64.27,18.04,22.85
2023-12-15,1099.3,19.11,61.07,34.3,38.59,26.7,82.51,69.16,19.72,15.21,24.36,15.36,63.0,40.43,33.01,11.2,57.24,9.32,19.9,24.83,27.1,14.84,13.74,54.98,39.9,15.17,43.7,103.0,63.99,17.76,22.55
2023-12-18,1082.0,19.15,59.79,33.88,38.16,26.05,80.62,68.71,19.27,14.73,24.18,15.31,62.9,39.29,32.62,11.1,56.05,9.23,19.9,24.75,26.3,14.57,13.7,54.52,39.9,14.97,43.2,105.0,62.96,17.47,22.6
2023-12-19,1091.3,19.36,60.09,34.05,38.3,26.5,81.13,68.25,19.42,15.17,24.73,15.44,62.2,40.33,32.67,11.2,56.69,9.23,19.9,25.1,26.6,14.84,13.78,54.31,39.5,15.05,43.2,104.3,62.96,17.38,22.7
2023-12-20,1096.1,19.49,60.38,34.13,38.45,26.55,81.22,68.43,19.57,15.05,24.73,15.44,63.9,42.07,33.11,11.3,56.51,9.23,19.9,25.22,26.95,14.72,13.7,54.25,39.95,15.09,43.25,104.3,63.99,17.33,23.0
2023-12-21,1094.7,19.53,60.87,34.55,38.45,26.55,81.56,67.98,19.72,15.01,24.73,15.44,63.7,42.31,32.72,11.3,56.51,9.19,19.9,25.14,26.6,14.86,13.7,54.11,40.2,15.13,43.2,105.3,63.71,17.28,22.95
2023-12-22,1097.7,19.49,60.87,35.08,38.01,26.45,81.13,67.98,20.06,15.17,24.59,15.57,63.0,42.02,32.53,11.25,56.05,9.23,19.9,25.25,27.2,14.84,13.7,54.11,40.3,15.13,43.15,106.2,63.52,17.23,22.95
2023-12-25,1115.0,19.61,60.97,35.7,38.4,26.9,82.33,69.62,20.01,15.33,24.95,15.66,66.4,42.31,33.35,11.3,56.51,9.28,19.94,25.41,27.5,15.01,13.83,54.72,41.2,15.37,43.4,107.8,63.8,17.57,23.4
2023-12-26,1121.5,19.53,61.37,35.54,38.59,26.8,83.36,69.53,20.11,15.37,25.27,15.7,66.2,42.36,33.15,11.25,57.15,9.23,19.98,25.57,27.5,14.94,13.78,55.38,41.9,15.45,43.55,108.0,63.9,17.57,23.3
2023-12-27,1116.9,19.57,61.66,35.54,38.64,26.85,83.11,69.44,20.06,15.45,25.23,15.66,67.0,42.51,33.15,11.15,56.6,9.28,19.94,25.61,27.4,14.96,14.07,55.32,41.9,15.49,43.6,107.9,63.9,17.57,23.25
2023-12-28,1132.9,19.95,61.76,35.29,38.69,27.1,82.85,69.16,20.11,15.49,25.41,15.78,67.0,42.71,33.2,11.25,56.69,9.32,20.82,25.76,27.6,15.27,14.03,55.38,43.7,15.85,44.45,108.0,64.85,17.85,23.5
2023-12-29,1134.6,20.08,61.96,35.87,38.59,27.1,82.42,68.71,21.0,16.25,25.41,15.87,67.0,42.46,33.2,11.25,57.42,9.32,21.04,25.61,27.95,15.42,14.11,53.71,43.2,15.81,44.6,108.0,63.99,18.23,23.3
